"benchmark","version","application","file","line","function"
"mediabench","default","h264dec-lencod","vlc.c","237","ue_linfo"
"libraries","default","libdeep","deeplearndata.c","530","deeplearndata_read_csv"
"libraries","default","libpng","pngrtran.c","4408","png_do_expand"
"spec2006","v1.1","400.perlbench","Dumper.c","199","esc_q_utf8"
"libraries","default","libpng","pngrtran.c","2496","png_do_read_swap_alpha"
"mediabench","default","h264dec-lencod","rdopt.c","3601","assign_enc_picture_params"
"cortexsuite","default","motion-estimation","BmpHandler.c","74","ConvertRGBtoGrayScale"
"TSVC","default","default","tsc.c","4647","s452"
"NPB","2.3-OpenACC-C","BT","bt.c","1293","lhsy"
"Kernels","SERIAL","Branch","func.c","17050","func10"
"spec2000","v1.3","256.bzip2","bzip2.c","2131","sortIt"
"spec2006","v1.1","401.bzip2","huffman.c","233","BZ2_hbCreateDecodeTables"
"spec2006","v1.1","456.hmmer","trace.c","883","TraceDecompose"
"FreeBench","default","pcompress2","compress.c","128","do_bwe"
"mediabench","default","h264dec-lencod","vlc.c","620","writeUVLC2buffer"
"netlib","default","cg","cg_rc_prb.c","197","test01"
"spec2006","v1.1","445.gobmk","reading.c","4728","simple_ladder_attack"
"NPB","2.3-OpenACC-C","MG","mg.c","971","zran3"
"spec2006","v1.1","464.h264ref","lencod.c","753","init_img"
"polybench","4.1","linear-algebra-solvers-trisolv","trisolv.c","33","init_array"
"NPB","2.3-OpenACC-C","SP","sp.c","811","lhsinit"
"netlib","default","jacobi","jacobi_eigenvalue.c","86","jacobi_eigenvalue"
"mediabench","default","h264dec-ldecod","macroblock.c","341","interpret_mb_mode_B"
"Kernels","SERIAL","Branch","func.c","808","func0"
"spec2000","v1.3","186.crafty","init.c","316","InitializeAttackBoards"
"spec2006","v1.1","458.sjeng","moves.c","1003","f_in_check"
"NPB","2.3-OpenACC-C","MG","mg.c","493","resid"
"spec2000","v1.3","254.gap","integer.c","985","ModInt"
"mediabench","default","h264enc-ldecod","macroblock.c","3693","readCBPandCoeffsFromNAL"
"NPB","2.3-OpenACC-C","UA-SNU","adapt.c","1092","remapy"
"spec2000","v1.3","256.bzip2","bzip2.c","1723","getAndMoveToFrontDecode"
"NPB","2.3-OpenACC-C","UA-SNU","precond.c","397","setpcmo_pre"
"mediabench","default","h263dec","recon.c","355","rech"
"libraries","default","daala","state.c","302","od_state_ref_imgs_init"
"NPB","2.3-OpenACC-C","UA-SNU","adapt.c","245","do_coarsen"
"netlib","default","cg","cg_rc_prb.c","366","test02"
"spec2006","v1.1","464.h264ref","image.c","1135","init_frame"
"mediabench","default","h264dec-lencod","mv-search.c","283","SetupLargerBlocks"
"NPB","2.3-OpenACC-C","UA-SNU","adapt.c","474","do_refine"
"libraries","default","daala","encode.c","2749","od_encode_coefficients"
"mediabench","default","h264enc-lencod","mv-search.c","284","SetupLargerBlocks"
"libraries","default","libpng","pngrtran.c","2864","png_do_gray_to_rgb"
"ALPBench","v1.0","csuFaceIdEval_5.1","csuSubspaceProject.c","364","distanceMahCosine"
"libraries","default","daala","generic_decoder.c","79","od_decode_cdf_adapt"
"spec2006","v1.1","435.gromacs","mshift.c","219","calc_start_end"
"spec2006","v1.1","445.gobmk","influence.c","178","accumulate_influence"
"spec2000","v1.3","255.vortex","tree0.c","453","Tree_Redistribute"
"mediabench","default","mpeg4dec","mpegaudiodec.c","829","ff_mpa_synth_init"
"spec2000","v1.3","300.twolf","countf.c","114","countf"
"libraries","default","libpng","pngrtran.c","4380","png_do_expand"
"Kernels","SERIAL","Branch","func.c","21110","func32"
"libraries","default","libpng","pngrtran.c","2477","png_do_read_swap_alpha"
"libraries","default","daala","pvq.c","576","od_apply_householder"
"spec2000","v1.3","300.twolf","findfeeds.c","661","fixwolf"
"libraries","default","lame","newmdct.c","969","mdct_sub48"
"mediabench","default","mpeg4dec","dsputil.c","3789","dsputil_static_init"
"polybench","4.1","linear-algebra-solvers-lu","lu.c","90","kernel_lu"
"mediabench","default","mpeg4enc","ac3enc.c","1325","log2_tab"
"Kernels","SERIAL","Branch","func.c","13802","func8"
"NPB","2.3-OpenACC-C","LU","lu.c","2114","pintgr"
"cortexsuite","default","cnn","MNistDoc.c","805","BackpropagationThread"
"spec2000","v1.3","183.equake","quake.c","748","abe_matrix"
"mediabench","default","mpeg4enc","parser.c","260","ff_combine_frame"
"cortexsuite","default","sphinx","feat.c","368","feat_array_alloc"
"NPB","2.3-OpenACC-C","BT","bt.c","2692","x_backsubstitute"
"libraries","default","twolame","encode.c","856","init_bit_allocation"
"spec2000","v1.3","254.gap","plist.c","614","IsPossPlist"
"spec2006","v1.1","464.h264ref","mv-search.c","759","Init_Motion_Search_Module"
"GitApps","default","gap","finfield.c","1188","DiffFFEInt"
"Kernels","SERIAL","Nstream","nstream.c","258","checkTRIADresults"
"mediabench","default","mpeg4enc","jfdctfst.c","126","row_fdct"
"mediabench","default","h264dec-ldecod","annexb.c","246","FindStartCode"
"spec2006","v1.1","458.sjeng","attacks.c","220","is_attacked"
"FreeBench","default","fourinarow","fourinarow.c","274","find_winner_c"
"scimark2","default","default","FFT.c","52","FFT_transform_internal"
"mediabench","default","mpeg4enc","mjpeg.c","987","find_frame_end"
"spec2000","v1.3","300.twolf","mergplist.c","53","mergplist"
"libraries","default","silk","SKP_Silk_process_gains_FIX.c","45","SKP_Silk_process_gains_FIX"
"mediabench","default","mpeg4enc","ac3enc.c","585","encode_exp"
"libraries","default","silk","SKP_Silk_pitch_analysis_core.c","394","SKP_Silk_pitch_analysis_core"
"libraries","default","lame","takehiro.c","997","scfsi_calc"
"polybench","4.1","linear-algebra-kernels-3mm","3mm.c","85","kernel_3mm"
"Kernels","SERIAL","Branch","branch.c","287","main"
"spec2006","v1.1","445.gobmk","board.c","1940","count_common_libs"
"NPB","2.3-OpenACC-C","UA-SNU","transfer.c","559","transfb_cor_f"
"FreeBench","default","fourinarow","fourinarow.c","433","think"
"mediabench","default","mpeg4dec","ac3enc.c","751","compute_bit_allocation"
"ASC-llnl","v1.0","crystalMk","SPEdriver.c","110","SPEdriver"
"GitApps","default","gap","trans.c","1812","FuncINDEX_PERIOD_TRANS"
"GitApps","default","gap","plist.c","782","ShallowCopyPlist"
"NPB","2.3-OpenACC-C","DC","jobcntl.c","341","GetRegTupleFromParent"
"libraries","default","flac","lpc.c","940","FLAC_lpc_restore_signal"
"spec2006","v1.1","445.gobmk","surround.c","313","compute_surroundings"
"GitApps","default","gap","string.c","2041","FuncSplitString"
"libraries","default","libdeep","deeplearndata.c","652","deeplearndata_read_csv"
"spec2006","v1.1","464.h264ref","mv-search.c","253","SetupLargerBlocks"
"opencv_kernels","default","default","thresh.c","376","getThreshVal_Triangle_uchar"
"spec2006","v1.1","445.gobmk","optics.c","1379","next_map"
"mediabench","default","h264dec-lencod","block.c","798","dct_luma_16x16"
"Kernels","SERIAL","Amr","amr.c","624","main"
"FreeBench","default","pcompress2","arithmetic.c","207","update_model"
"cortexsuite","default","sphinx","dtoa.c","771","mult"
"cortexsuite","default","sphinx","dtoa.c","795","mult"
"cortexsuite","default","srr","SystemMatrices.c","54","flushShift"
"libraries","default","libogg","framing.c","483","ogg_stream_flush_i"
"cortexsuite","default","clustering-spectral","kmeans.c","87","k_means"
"spec2006","v1.1","464.h264ref","mv-search.c","264","SetupLargerBlocks"
"libraries","default","daala","pvq_decoder.c","216","pvq_decode_partition"
"libraries","default","twolame","psycho_3.c","487","psycho_3_init"
"spec2006","v1.1","401.bzip2","blocksort.c","835","mainSort"
"spec2006","v1.1","456.hmmer","trace.c","714","CreateFancyAli"
"Fhourstones-3.1","default","default","SearchGame.c","101","ab"
"mediabench","default","rasta","rasta_filt.c","298","filt"
"libraries","default","daala","dct.c","8725","dynamic_range"
"spec2000","v1.3","175.vpr","rr_graph2.c","529","load_chanx_rr_indices"
"netlib","default","cg","cg_rc_prb.c","131","test01"
"GitApps","default","gap","vec8bit.c","1213","FuncSUM_VEC8BIT_VEC8BIT"
"mediabench","default","h264enc-ldecod","mbuffer.c","3482","compute_colocated"
"cortexsuite","default","pca","pca.c","259","corcol"
"spec2000","v1.3","300.twolf","qsortx.c","43","qsortx"
"libraries","default","libsndfile","ima_adpcm.c","555","wavlike_ima_encode_block"
"NPB","2.3-OpenACC-C","UA-SNU","mason.c","2192","mor_ne"
"libraries","default","twolame","encode.c","330","combine_lr"
"mediabench","default","h264enc-lencod","rdopt.c","425","RDCost_for_4x4IntraBlocks"
"libraries","default","silk","SKP_Silk_find_LTP_FIX.c","120","SKP_Silk_find_LTP_FIX"
"TSVC","default","default","tsc.c","3034","s1279"
"mediabench","default","mpeg4dec","ac3enc.c","634","compute_mantissa_size"
"mediabench","default","h264enc-lencod","block.c","610","dct_luma_16x16"
"libraries","default","silk","SKP_Silk_solve_LS_FIX.c","130","SKP_Silk_LDL_factorize_FIX"
"TSVC","default","default","tsc.c","3677","s318"
"TSVC","default","default","tsc.c","3379","s2111"
"FreeBench","default","pifft","pifft.c","1021","mp_mul_d2i"
"FreeBench","default","pifft","pifft.c","515","mp_unexp_add"
"GitApps","default","gap","trans.c","990","FuncAS_TRANS_PERM_INT"
"cortexsuite","default","sphinx","dict2pid.c","56","compress_table"
"GitApps","default","gap","vec8bit.c","2886","FuncELMS_VEC8BIT_RANGE"
"NPB","2.3-OpenACC-C","BT","bt.c","3099","z_solve_cell"
"NPB","2.3-OpenACC-C","UA-SNU","transfer.c","199","transf"
"mediabench","default","cjpeg","jquant2.c","235","prescan_quantize"
"spec2006","v1.1","458.sjeng","moves.c","1073","f_in_check"
"Kernels","SERIAL","Amr","amr.c","466","main"
"mediabench","default","h264dec-ldecod","block.c","544","intrapred_luma_16x16"
"libraries","default","lame","lame.c","118","lame_init_params_ppflt"
"GitApps","default","gap","permutat.c","3082","FuncCycleStructurePerm"
"NPB","2.3-OpenACC-C","UA-SNU","move.c","105","move"
"spec2000","v1.3","175.vpr","rr_graph.c","967","alloc_and_load_clb_pin_to_tracks"
"GitApps","default","gap","permutat.c","626","ProdPerm22"
"mediabench","default","mpeg4enc","parser.c","227","ff_combine_frame"
"livermore","default","livermore","lloops.c","869","kernels"
"GitApps","default","gap","trans.c","553","FuncSMALLEST_MOVED_PT_TRANS"
"mediabench","default","h264dec-lencod","transform8x8.c","1708","dct_luma8x8"
"GitApps","default","gap","trans.c","1365","FuncPERM_LEFT_QUO_TRANS_NC"
"Kernels","SERIAL","Sparse","sparse.c","218","main"
"spec2006","v1.1","464.h264ref","refbuf.c","58","UMVLine16Y_11"
"spec2006","v1.1","456.hmmer","vectorops.c","42","FSet"
"spec2006","v1.1","400.perlbench","regcomp.c","4039","S_regclass"
"libraries","default","libsndfile","sds.c","832","sds_3byte_write"
"spec2006","v1.1","435.gromacs","nsb.c","49","calc_nsbshift"
"GitApps","default","mozjpeg","jdmaster.c","422","prepare_range_limit_table"
"mediabench","default","mpeg4enc","ac3enc.c","610","encode_exp"
"NPB","2.3-OpenACC-C","UA-SNU","mason.c","1741","mor_s_e_nn"
"mediabench","default","mpeg4enc","imgconvert.c","1313","grow21_line"
"GitApps","default","gap","tietze.c","1640","FuncReduceLetterRepWordsRewSys"
"mediabench","default","gsm","long_term.c","92","Calculation_of_the_LTP_parameters"
"mediabench","default","mpeg2enc","predict.c","583","clearblock"
"mediabench","default","h264enc-lencod","lencod.c","768","init_img"
"polybench","4.1","medley-deriche","deriche.c","150","kernel_deriche"
"mediabench","default","mpeg4enc","mpegaudiodec.c","867","ff_mpa_synth_filter"
"TSVC","default","default","tsc.c","867","s112"
"libraries","default","daala","pvq.c","1105","od_pvq_synthesis_partial"
"NPB","2.3-OpenACC-C","BT","bt.c","634","exact_rhs"
"NPB","2.3-OpenACC-C","UA-SNU","setup.c","325","prepwork"
"cortexsuite","default","liblinear","tron.c","417","TRON_trcg_l2r_l2_svc"
"spec2000","v1.3","300.twolf","countf.c","40","countf"
"libraries","default","silk","SKP_Silk_sort.c","67","SKP_Silk_insertion_sort_increasing"
"mediabench","default","mpeg4enc","pcm.c","451","pcm_decode_frame"
"spec2006","v1.1","464.h264ref","mv-search.c","265","SetupLargerBlocks"
"spec2000","v1.3","301.apsi","apsi.c","7713","topo"
"libraries","default","libdeep","lodepng.c","1010","getTreeInflateDynamic"
"TSVC","default","default","tsc.c","4504","s441"
"spec2000","v1.3","301.apsi","apsi.c","3688","dctdy"
"spec2000","v1.3","254.gap","scanner.c","1156","PutChr"
"libraries","default","libdeep","autocoder.c","205","autocoder_backprop"
"mediabench","default","h264enc-lencod","mv-search.c","272","SetupLargerBlocks"
"spec2006","v1.1","401.bzip2","blocksort.c","278","fallbackSort"
"spec2006","v1.1","401.bzip2","blocksort.c","279","fallbackSort"
"ASC-llnl","v1.0","crystalMk","Crystal_div.c","49","Crystal_div"
"cortexsuite","default","svd3","svd.c","276","svd"
"TSVC","default","default","tsc.c","2132","s2233"
"mediabench","default","h264dec-lencod","memalloc.c","219","get_mem2Dint64"
"netlib","default","cg","cg_rc_prb.c","135","test01"
"GitApps","default","gap","trans.c","3131","ProdTrans22"
"spec2006","v1.1","445.gobmk","dragon.c","2057","crude_dragon_weakness"
"Kernels","SERIAL","Branch","func.c","32503","fill_vec"
"NPB","2.3-OpenACC-C","BT","bt.c","218","error_norm"
"NPB","2.3-OpenACC-C","DC","adc.c","203","GetFactorization"
"NPB","2.3-OpenACC-C","UA-SNU","setup.c","57","create_initial_grid"
"machinelearning","default","darknet","gemm.c","96","gemm_nt"
"mediabench","default","h264dec-lencod","mode_decision.c","637","submacroblock_mode_decision"
"GitApps","default","gap","trans.c","1792","FuncINDEX_PERIOD_TRANS"
"NPB","2.3-OpenACC-C","UA-SNU","adapt.c","483","do_refine"
"libraries","default","lame","psymodel.c","389","convert_partition2scalefac"
"spec2000","v1.3","181.mcf","mcfutil.c","137","flow_cost"
"NPB","2.3-OpenACC-C","DC","jobcntl.c","40","mro32"
"NPB","2.3-OpenACC-C","BT","bt.c","2160","compute_rhs"
"mediabench","default","mpeg4enc","mjpeg.c","521","escape_FF"
"spec2000","v1.3","256.bzip2","bzip2.c","1643","recvDecodingTables"
"NPB","2.3-OpenACC-C","UA-SNU","precond.c","249","setpcmo_pre"
"spec2006","v1.1","456.hmmer","masks.c","202","TraceScoreCorrection"
"mediabench","default","h264dec-lencod","block.c","559","dct_luma_16x16"
"libraries","default","twolame","psycho_4.c","404","psycho_4"
"mediabench","default","cjpeg","jfdctint.c","219","jpeg_fdct_islow"
"mediabench","default","mpeg4dec","mjpeg.c","521","escape_FF"
"GitApps","default","gap","tietze.c","1201","FuncTzSearchC"
"mediabench","default","h264dec-lencod","image.c","1712","find_snr"
"spec2006","v1.1","464.h264ref","mv-search.c","738","Init_Motion_Search_Module"
"spec2006","v1.1","445.gobmk","value_moves.c","2656","print_top_moves"
"mediabench","default","rasta","mapping.c","125","comp_Jboundaries"
"spec2000","v1.3","186.crafty","utility.c","808","Random32"
"NPB","2.3-OpenACC-C","UA-SNU","transfer.c","682","transfb_nc2"
"spec2006","v1.1","445.gobmk","movelist.c","66","movelist_change_point"
"GitApps","default","gap","vec8bit.c","394","MakeFieldInfo8Bit"
"mediabench","default","h263enc","dct.c","93","Dct"
"Kernels","SERIAL","Branch","func.c","32474","func39"
"spec2000","v1.3","164.gzip","deflate.c","338","lm_init"
"NPB","2.3-OpenACC-C","SP","sp.c","826","lhsinit"
"libraries","default","daala","state.c","1092","od_img_plane_edge_ext"
"cortexsuite","default","liblinear","linear.c","975","solve_l2r_l1l2_svc"
"mediabench","default","h264enc-lencod","block.c","1043","dct_luma"
"TSVC","default","default","tsc.c","3313","s2101"
"cortexsuite","default","pca","pca.c","309","corcol"
"libraries","default","daala","pvq.c","581","od_apply_householder"
"polybench","4.1","datamining_correlation","correlation.c","102","kernel_correlation"
"cortexsuite","default","lda","utils.c","41","trigamma"
"Kernels","SERIAL","Branch","func.c","27602","func36"
"livermore","default","livermore","lloops.c","1890","endloop"
"libraries","default","silk","SKP_Silk_decode_core.c","139","SKP_Silk_decode_core"
"netlib","default","cg","cg_rc_prb.c","432","test02"
"NPB","2.3-OpenACC-C","SP","sp.c","226","error_norm"
"TSVC","default","default","tsc.c","3368","s2111"
"Fhourstones-3.1","default","default","SearchGame.c","107","ab"
"libraries","default","daala","dct.c","8615","od_bin_prefilter_columns_2d"
"NPB","2.3-OpenACC-C","UA-SNU","diffuse.c","75","diffusion"
"NPB","2.3-OpenACC-C","BT","bt.c","757","initialize"
"mediabench","default","jpg2000dec","jas_cm.c","947","jas_cmshapmatlut_invert"
"FreeBench","default","pifft","pifft.c","1286","mp_unexp_d2mp"
"ALPBench","v1.0","MPGenc","predict.c","553","pred_comp"
"Kernels","SERIAL","Branch","func.c","810","func0"
"libraries","default","daala","internal.c","445","od_malloc_2d"
"mediabench","default","mpeg4dec","mpegaudio.c","81","MPA_encode_init"
"cortexsuite","default","sphinx","vector.c","125","vector_nz_floor"
"spec2006","v1.1","458.sjeng","moves.c","902","f_in_check"
"spec2000","v1.3","254.gap","permutat.c","733","ModPP"
"cortexsuite","default","lda","lda-model.c","90","zero_initialize_ss"
"spec2006","v1.1","400.perlbench","regcomp.c","3816","S_regclass"
"libraries","default","flac","lpc.c","1165","FLAC_lpc_restore_signal_wide"
"libraries","default","daala","dct.c","8697","dynamic_range"
"spec2000","v1.3","301.apsi","apsi.c","9101","radbg"
"spec2000","v1.3","254.gap","finfield.c","1588","ConvTabIntFFE"
"spec2000","v1.3","256.bzip2","bzip2.c","2165","sortIt"
"Kernels","SERIAL","Branch","func.c","30040","func18"
"spec2000","v1.3","300.twolf","unlap.c","26","unlap"
"spec2006","v1.1","445.gobmk","hash.c","262","hashdata_invert_ko"
"TSVC","default","default","tsc.c","921","s113"
"ALPBench","v1.0","MPGenc","mpeg2enc.c","574","readquantmat"
"libraries","default","libogg","framing.c","468","ogg_stream_flush_i"
"spec2006","v1.1","401.bzip2","blocksort.c","280","fallbackSort"
"cortexsuite","default","pca","pca.c","576","tqli"
"NPB","2.3-OpenACC-C","DC","adc.c","549","GetNextTuple"
"spec2006","v1.1","464.h264ref","mv-search.c","261","SetupLargerBlocks"
"GitApps","default","gap","vec8bit.c","4620","ProdCoeffsVec8Bit"
"NPB","2.3-OpenACC-C","LU","lu.c","2019","pintgr"
"mediabench","default","mpeg2dec","getpic.c","643","Clear_Block"
"spec2006","v1.1","401.bzip2","blocksort.c","99","fallbackSimpleSort"
